candidate_id,response_delay_hours,number_of_active_offers,past_job_switches,avg_tenure_months,notice_period_days,salary_expectation_lpa,salary_offered_lpa,salary_hike_percent,interview_sentiment,communication_score,technical_score,background_verified,joined
802,3.9722522189789213,0,3,16,15,10.119447592053142,12.275840515082416,21.30939365428111,0.8960825606325922,89,44,1,1
803,20.608851596461445,1,5,36,0,21.869032765170992,21.087118851614317,-3.5754389412318455,0.1393911737303507,88,40,1,1
804,22.397300568816362,0,2,33,15,13.6278198130602,17.585857520285415,29.04380716445955,0.7245228385789239,80,50,1,1
805,13.244988094147708,1,5,33,30,4.503914861801533,4.621135326835035,2.602635010436558,0.5145199982883433,44,86,0,0
806,32.003767293201406,0,4,37,30,14.386311275255562,15.415932136884676,7.156948309606376,0.11211925016269886,72,49,1,1
807,65.3682452582994,0,2,30,15,5.775410042982584,5.8325751265297985,0.9898012976009091,0.6515926064807247,56,86,1,1
808,62.34902911329881,0,3,25,15,24.692239092433525,27.945329167383882,13.174544693061902,0.6094668031064728,85,67,1,1
809,14.384743111286824,0,4,33,60,16.35034297956765,15.098748425753113,-7.654851983096639,0.5156418674007825,89,84,1,1
810,2.8842889092428203,2,4,30,60,9.387184969830548,9.010486645092552,-4.012899777182038,0.926471204559658,99,86,1,1
811,100.54017573889695,0,1,16,90,15.838071270499974,18.97906301549836,19.83190813674899,0.5210796961040165,76,73,1,1
812,43.81723465964263,0,2,24,90,5.614209171016851,5.471609568215664,-2.539976663807835,0.9905151154502125,37,93,1,1
813,3.1955030332095213,0,4,33,30,20.797717389645157,20.67721085254174,-0.5794219377334883,0.509228813848111,92,52,1,1
814,60.871390583118625,0,3,6,90,23.43188913114744,28.521128950222227,21.71928942899352,0.11585203830136759,36,83,1,0
815,48.94617434944472,0,1,10,90,22.36333215232935,20.961609033819208,-6.267952865709855,0.4704712510750304,31,64,1,1
816,17.557233263247582,2,4,15,0,11.176909648269818,12.015060839679995,7.4989529108336495,0.18232876255507124,46,62,0,0
817,21.473130883897795,1,2,47,15,10.841130512510738,9.857030736658656,-9.077464520110924,0.5971334852174273,33,75,1,1
818,12.219956241816327,0,1,39,60,4.7368398355423,4.920264293728019,3.872295972716158,0.6931321751936012,55,99,1,1
819,1.3516355818390509,0,2,41,90,17.679407532719253,20.854497609266225,17.959256104430185,0.46843527870709367,98,51,1,1
820,9.798357271217787,0,2,7,60,15.233000467985693,14.258717742026958,-6.3958688113108675,0.09770296768314823,34,86,1,1
821,38.97138986558829,2,2,23,90,13.64627379787417,17.130629434548883,25.533385071150416,0.4686413985835529,34,84,1,0
822,0.11142681759222924,2,1,18,90,23.060250020028846,29.143535147301908,26.379961717628646,0.0814542147344004,98,41,1,0
823,9.737133518164049,0,4,10,30,7.525456922739773,7.088951448588394,-5.800384994994584,0.682125955506534,32,59,0,1
824,12.186674276512276,0,5,25,0,4.202991600493829,5.448308483814117,29.62929745503108,0.7903682248650875,67,55,1,1
825,18.50119257897316,1,0,7,15,5.5396454945360745,5.644964245065927,1.9011821358195595,0.962380327227039,30,53,1,0
826,60.574211427673,1,4,16,15,8.690800194374747,8.114084502864394,-6.635933154735753,0.14880210712845643,37,92,1,1
827,10.204250661378962,1,1,35,30,4.698996534532596,4.2386210224644225,-9.797315420109513,0.5324203355333041,42,41,0,1
828,10.226555663003886,2,0,37,30,14.559717923505845,15.482937382201511,6.340915830554519,0.5675373675354186,99,88,1,1
829,32.100214839973574,1,0,37,15,10.595899559905138,12.20567094406155,15.19239942824471,0.9224765337809797,79,55,1,1
830,14.445066563816145,1,0,43,15,7.790143169430786,8.046218418352083,3.2871699961325356,0.6272766405965142,37,43,0,1
831,6.105179368865409,0,5,33,0,19.751765573921904,24.38724711832343,23.468694618984916,0.1455096456453211,59,82,1,1
832,14.454776413827723,1,3,15,90,8.29347785088313,9.841393375475857,18.664251022602016,0.4363513239631892,69,52,1,1
833,3.643678126353289,2,1,27,0,18.439707120869656,19.178486846576913,4.0064612787213,0.6547625285062505,62,77,1,1
834,4.6573080769943225,1,5,22,15,11.334563022800417,13.530338398291091,19.37238666434418,0.7002844320692974,81,88,1,1
835,16.557313027267625,0,5,27,90,14.748382973913646,18.821814007359023,27.61950947876998,0.8630739985905735,62,40,1,0
836,13.029029190144168,0,3,24,15,23.611207836877718,22.129330641342282,-6.276160058279319,0.18050711984439716,66,48,1,1
837,59.11902564606751,4,0,22,0,4.7843843311320695,4.891753494289094,2.2441584063046776,0.9515421467554984,99,60,1,1
838,10.800829992953478,0,3,29,0,14.5055546570267,15.743319084874196,8.53303756466772,0.05913941201559225,98,57,1,1
839,20.853657210846528,1,3,41,0,21.942882166879983,24.119529427628944,9.919605110190748,0.983762134568902,33,82,1,1
840,24.00937854042835,0,5,37,90,16.34745921577732,18.258121770898455,11.687825795442937,0.8577670928664085,89,71,1,0
841,0.31634267581582143,0,1,41,60,9.81428085626829,10.013027528130028,2.025076261545949,0.6602727827621713,60,85,1,1
842,26.142436728863736,1,2,33,60,12.351303838045721,14.412784104799076,16.690385839293963,0.7349955002644216,43,73,1,1
843,4.705407364781957,0,3,19,15,18.285578203300066,21.17531763778274,15.803380141193196,0.07269200591879643,89,59,1,1
844,77.90395853453823,1,3,41,90,22.707049780589863,25.684593485412858,13.112860250864555,0.04147986289445238,97,82,1,0
845,3.8627257034443216,1,0,11,30,4.862393848678844,4.597416182155792,-5.4495311315649335,0.10176579655136553,55,41,1,0
846,12.852026748878565,1,0,14,60,5.502315259697905,6.001854815953372,9.078715643837777,0.08735981466413778,53,43,1,0
847,2.141122503612075,0,5,26,90,10.826081995801339,11.286090393448836,4.2490754995750235,0.5473812334694351,85,98,1,1
848,138.43395876361822,1,0,17,90,8.888373373187058,9.745349340076228,9.641538793524921,0.21544398711178914,38,84,0,0
849,16.741124775797427,0,4,35,60,9.563548610670527,12.133719537040882,26.874657420601057,0.8602056372067265,64,77,1,1
850,21.715663778134697,1,3,36,90,8.646669971143499,9.444001348061574,9.22125372633634,0.44574862306807217,53,46,1,1
851,1.6663692198781002,2,0,45,90,8.112326025958312,7.346460119963752,-9.440768326419525,0.6955104764582749,60,61,0,1
852,33.26727012518398,1,1,9,60,6.743103304255127,7.252441557271073,7.553469523365242,0.6528730929701598,95,59,1,1
853,5.654468118006317,0,4,36,0,23.6130367677,29.00293135047086,22.82592720197529,0.31985303892971007,95,97,1,1
854,54.79955656347913,0,5,32,15,7.027978742029214,8.518081502172281,21.20243692872674,0.24316757352572904,70,74,1,1
855,5.51013187586,1,2,30,30,8.29247927007626,9.166141959946783,10.53560294112726,0.3424562852966352,65,43,1,0
856,5.07769031541158,0,3,10,15,9.1715802035965,9.170732796761785,-0.00923948562738639,0.7966583738498375,63,99,1,1
857,0.893624204584132,0,3,11,0,23.59331233573883,25.623173937346557,8.603546516581822,0.5862768484196185,68,92,1,1
858,15.330859039091134,1,1,10,0,19.86999680562278,22.363301644725276,12.548088776727658,0.25353866251917534,52,59,1,1
859,19.969058488228335,1,2,32,90,20.58368803662581,26.75773593783008,29.99485753096536,0.8178464430604302,73,74,1,1
860,1.6312065642997553,2,2,13,15,6.199923450308459,7.17747304424403,15.767123606775108,0.05475938611030673,99,72,1,1
861,35.856062246360935,1,5,14,0,21.562507375329105,25.39429370775917,17.77059720250453,0.6991833749902954,87,90,1,1
862,14.492031607046922,1,5,20,15,12.572054718165777,13.786284600111937,9.658165742722066,0.4391008057493109,88,98,1,1
863,17.835783710222323,0,4,41,0,9.519283550460163,9.917149815243807,4.179582031301206,0.7312903860658883,55,60,1,1
864,13.948355322901927,2,3,46,30,16.090751753926522,19.7140864375263,22.518119345888238,0.9274612802434268,51,84,1,0
865,12.290356830598112,0,0,12,0,21.265841022151413,23.349317770385106,9.797292973569464,0.7500340979469039,69,53,1,1
866,19.683922971308995,2,5,37,15,20.3516951725731,26.413977781797843,29.787605198581012,0.44196535531138237,40,70,1,0
867,4.048872162262931,2,1,13,90,22.689947134203774,24.569769086422916,8.284822970721779,0.15097568151388074,38,61,1,1
868,4.819322069007012,2,1,20,15,23.490775906324323,21.780650085584583,-7.279988654096907,0.8063509758054337,41,99,1,0
869,47.494783879107366,0,1,42,60,9.00056349998274,10.557942296616151,17.303125483603313,0.46070552692137157,55,87,1,1
870,70.10188102235244,0,5,24,15,12.901015777554704,11.851603037512007,-8.134341962967557,0.07531232345712979,67,69,1,0
871,11.215252499403325,0,5,44,30,4.30719932330647,4.308063514411417,0.020063875388138485,0.719055397776866,32,68,1,1
872,7.5775527766239845,0,1,11,30,22.46575484456626,23.397978106549044,4.149530111196148,0.2918519659165897,44,75,1,1
873,24.78775836226697,0,5,24,30,7.246015180970119,8.66473737786925,19.5793434248531,0.04888822950518523,76,88,1,0
874,12.61174962257391,1,0,33,0,22.09097105919658,24.249134571951235,9.769437056304506,0.9027510149740777,34,81,1,1
875,0.6171395695835287,0,0,22,30,10.917133761718524,9.950512971083901,-8.854162747589733,0.48310109209391006,83,68,0,1
876,4.074806479188255,1,4,47,15,11.730805389603901,13.452183074613092,14.673994051036887,0.28096105317302156,53,46,0,1
877,30.208398236473094,0,3,24,90,4.821777344161047,5.133141181021242,6.457449497066511,0.7163865578849116,40,71,1,1
878,25.81559477562086,0,0,36,30,10.864454585071712,13.78410079396033,26.873380398684294,0.8859023776825637,62,52,1,1
879,0.6592765892265624,1,4,16,15,22.655637338826548,24.917234624679576,9.982492445609426,0.0003070750337554884,86,96,0,1
880,6.02383137280092,0,2,20,0,4.536495423553687,5.369350883185165,18.359005837573548,0.6878521850421537,81,52,1,1
881,6.306277894822344,0,3,15,0,12.532876933981232,12.37680999222,-1.245260306818117,0.7670116940184214,93,93,1,1
882,26.745953347868443,1,0,28,90,4.659392226067564,5.611722727789491,20.438942581266126,0.20992742727949298,72,53,1,1
883,0.4777771510113457,1,2,8,90,11.789391927290364,14.010302621502657,18.83821241934689,0.4896238314101744,73,45,1,1
884,2.638465406432948,2,4,8,15,7.625453456386115,9.620521306448218,26.163268341652348,0.08928589891793581,65,55,1,0
885,38.616442255109796,0,0,23,90,9.296586258635813,8.492697956632716,-8.647134331232033,0.7467498825153476,41,80,1,1
886,4.720265026842848,1,0,30,90,22.4295658363898,24.20150779636721,7.900027904698035,0.8474560185633525,85,91,1,1
887,25.384778134093843,1,5,25,0,13.157033633059712,15.415598460121553,17.166216109585214,0.1081866573246606,32,87,1,1
888,6.529166933015885,4,2,34,15,9.749757819440156,9.14591202907034,-6.193443996791391,0.8164602534328347,79,60,1,1
889,2.5137608036369117,1,0,27,90,16.3761059369615,17.42813362397649,6.4241626859564995,0.7715701704845336,58,92,1,1
890,6.686868393874734,0,1,20,15,6.98424615648423,8.917895057359706,27.685864122647814,0.3469133203708973,45,83,0,1
891,30.746275514328765,1,5,44,30,9.447223755837975,10.149849651588497,7.437379635645125,0.6902895299335833,69,55,1,1
892,46.46007209889431,0,5,15,0,15.471207319660659,20.022247267300262,29.41619133922526,4.8123894311746795e-05,56,44,1,0
893,42.55802399941354,0,0,26,0,8.987983878809445,8.293532916797334,-7.726437556807213,0.9317976544659986,99,63,1,0
894,12.147419747402122,1,5,34,0,18.26168248541834,21.679026017062057,18.71319104563564,0.5503832353083729,71,82,1,1
895,26.469042681710278,1,3,37,60,14.321317347449973,16.217552774037948,13.24064944993077,0.6203388640619995,86,40,0,1
896,5.505441847895539,2,2,15,15,20.21177047534851,22.237310655013484,10.021587085285013,0.6646594135390986,39,49,1,0
897,8.326406126700403,0,3,18,30,23.91313525017184,30.808223812750224,28.833896059400388,0.5613690172183667,67,82,1,1
898,54.39836708714171,0,4,28,90,6.431902676295563,6.1222719118266795,-4.813983980354849,0.8567638875394631,37,86,0,0
899,0.31409252151084005,3,3,28,30,11.027965209675441,13.877586795525009,25.83995806723653,0.6097018321515439,47,97,0,1
900,2.145291351130779,2,1,36,15,10.710530320446537,12.60089784128052,17.649616445464407,0.9077599912404726,46,98,1,1
901,5.593206725755564,1,5,9,0,7.174841306082339,7.200659465403439,0.35984293198531886,0.5823316222340089,87,74,0,1
902,0.6453728453836052,0,5,8,60,21.016365884002887,26.49465276397242,26.066765825291725,0.1711224219805666,95,70,1,1
903,4.804872078966547,2,1,26,15,19.957452784814592,21.388760727921944,7.171796714440528,0.9135625558393029,73,95,1,0
904,20.9944494898648,0,5,7,15,14.172934887522379,17.371637760538523,22.56909312292283,0.6816274983597768,38,54,1,1
905,13.132471640827209,1,3,9,90,15.293186333686801,16.14248742373719,5.553460681896,0.6992389944355561,77,50,1,0
906,53.56471249972386,0,4,6,30,5.250426898052421,6.512484250142176,24.03723309732965,0.9854817505716017,68,48,0,0
907,40.81670167246748,2,0,20,30,15.665654398867957,18.088373658907607,15.465164737801961,0.07519655420957916,35,41,1,1
908,10.038547324056768,0,1,38,90,20.618172004412365,19.719604304720175,-4.358134656650907,0.42859260709517133,59,83,1,1
909,7.207830051534685,0,3,11,60,16.050379045261,18.61627715090661,15.98652653878109,0.2390953929866152,47,91,1,1
910,11.460955394604905,0,3,12,0,9.571433772528797,9.346867884844404,-2.346209491925083,0.6304264647136572,72,69,1,1
911,21.41562600343933,2,3,24,0,18.01851371902108,19.185555755873445,6.476905115766502,0.8068116837480719,62,55,1,1
912,7.489481035566548,3,0,6,60,11.591257029270201,11.221707281549206,-3.1881766299186514,0.9663107088924127,82,95,1,1
913,23.4854938931301,1,2,44,90,15.44233897000044,14.03409720137415,-9.119355373315251,0.4545961069547201,85,87,1,1
914,12.639264942715467,0,5,24,15,14.23887262885742,14.021795544770606,-1.5245384220016918,0.7862182306426042,48,92,1,1
915,19.273616796356265,0,5,31,30,12.004675020268781,13.379796252150713,11.45488094896503,0.9170515920403796,98,40,1,1
916,13.75020948218669,1,4,17,15,19.096437588276835,20.865233415893265,9.262438711093846,0.6833254325358847,55,87,1,1
917,8.371199406295995,0,2,27,30,22.561398351703517,24.83104881437775,10.059883821442565,0.2427325524497712,58,45,1,1
918,71.16641330765289,0,5,18,15,4.109462888015424,4.105660613143759,-0.09252486213595247,0.6078541511077914,53,85,1,1
919,34.61410808958327,2,4,33,90,23.60594690383771,27.714903782361212,17.40644802456745,0.9699520478171866,35,96,1,1
920,3.6229079549525007,3,4,19,90,14.741817857747725,17.420484511254664,18.170531472813824,0.9875538288615654,83,96,1,1
921,48.68411826526378,2,3,27,60,18.715369487628568,19.523632586878556,4.318713022386625,0.6423598237167781,68,50,1,1
922,16.039687911885995,0,1,35,15,21.96811588969342,27.514362949576903,25.246803538966972,0.8869877578719892,33,72,1,1
923,53.98894776695384,1,3,25,15,13.80917753859967,15.98563215973983,15.760928665421911,0.2003493638486028,87,91,1,0
924,38.609146894317604,1,0,32,60,21.534455540662695,25.52297501531777,18.52157101034528,0.24607860495221678,77,56,1,1
925,13.290158862206574,0,5,43,60,7.730016208559247,7.81455141208272,1.0935967175575763,0.9528876128848597,89,94,1,1
926,0.5454141474609628,2,4,47,90,7.3425182240761036,6.610062778579047,-9.975534593776517,0.1352353754948079,55,90,1,0
927,7.50961314663568,1,1,46,90,17.806898745979225,22.19007123215813,24.615024484084394,0.19110643809347894,69,73,0,1
928,18.722106136315112,2,5,39,15,22.27300311658648,27.37284715728895,22.896975383192338,0.4205485991200517,85,85,1,1
929,24.08873596642887,1,4,44,90,22.740949728256826,21.587454968595562,-5.072324478286788,0.5895842877533504,68,79,1,1
930,7.158112318294533,1,4,46,90,17.518549625922176,18.388206412147706,4.964205398252261,0.6038172189682717,68,64,0,1
931,3.601786051937173,2,3,42,15,15.035273834395667,17.509113490584973,16.4535723355433,0.2919760086655644,77,94,1,1
932,43.2332900918974,0,1,6,60,10.95925484162684,12.721988985164867,16.084434288749122,0.9206138979503482,54,61,1,1
933,99.85497991649362,1,1,20,15,24.58000872758596,30.58097535017769,24.414013392342262,0.9150999076078628,63,65,0,1
934,17.901469127330085,0,5,37,0,10.713609419991261,10.243359797121009,-4.3892735345828555,0.39206805305237247,50,66,1,1
935,4.520516727841774,1,4,13,15,19.627908251863456,21.040644596019362,7.197589911404759,0.4342917694302971,54,77,1,1
936,7.6290353214943885,1,1,38,0,15.171617798005014,14.244476701969804,-6.111023282943001,0.7024971168239118,51,48,1,1
937,0.4454852978583842,0,1,23,15,16.77875919303228,17.71565321624958,5.583809937545124,0.6629958963989008,52,76,1,1
938,58.965324664645365,2,5,34,0,12.26309156236115,11.1108880015312,-9.395702176491822,0.38229701496096236,54,44,1,1
939,3.0067450523088723,1,3,37,0,24.261285634917204,30.552460835741233,25.930922604405083,0.4142442515210034,55,57,1,1
940,20.62177605283574,1,2,38,15,16.005328848084694,17.779000957937004,11.081759873147245,0.34803894342153896,59,61,1,1
941,7.68675188646703,3,0,10,90,23.69354023963459,29.378115840492335,23.992090432094137,0.23538500695330788,67,85,1,1
942,19.388052369767646,2,2,23,30,4.159419739652197,3.843145284027519,-7.603811959865446,0.4581383629241397,63,51,1,0
943,25.293327215664647,0,1,15,90,16.02608224701354,15.881578976787914,-0.9016755810831759,0.6864341319025404,44,99,0,0
944,42.49054061813664,2,4,41,0,19.0609246842307,19.132441237210443,0.3751998088472117,0.741966705314293,73,83,1,1
945,5.54886066010886,0,0,38,15,19.64668359440658,20.720897412492498,5.467659785551534,0.7788736482559626,39,61,0,1
946,0.2653615111607327,1,0,28,15,23.00451451741531,28.091883513419347,22.114654895901857,0.37473201345312146,66,45,1,0
947,3.532993696497373,2,4,45,15,4.092433789079512,4.3159754117289575,5.46231494925971,0.7646359942849736,36,75,1,1
948,55.26651669247636,0,0,10,15,4.006933344449005,3.934253230803725,-1.8138588141469232,0.006516315691875274,61,66,1,1
949,49.69443244927494,0,4,39,30,13.91753267669952,12.887581037802375,-7.400389586449268,0.4770499377168822,40,86,1,1
950,21.83626344471582,1,0,29,60,4.615167805112784,4.300398127709286,-6.820330065892493,0.7939044001326908,77,94,1,1
951,22.022009244128327,1,5,22,0,24.465183626909866,29.456543047800917,20.401888238439096,0.6300447206413533,97,54,0,1
952,26.2496215057803,0,5,36,30,8.66336866536923,9.338428716756018,7.792119641465327,0.4740631241545077,77,96,1,1
953,4.627728687325252,0,2,12,90,13.92595931666174,16.57847088959556,19.047244880000616,0.6446420066063492,74,56,1,1
954,58.997029458511236,2,0,22,60,5.283890230256696,6.1975533099978914,17.291484870547908,0.9069460031486639,62,42,1,0
955,13.022631224311633,0,3,33,60,14.963016739596428,14.276887378129473,-4.5855015295896875,0.5663818006102074,33,49,1,1
956,11.594659183868842,0,4,43,15,11.979078628095579,11.465837084764148,-4.2844826323093015,0.7997861914601062,76,64,1,0
957,17.561206382944345,1,0,27,30,4.937860606421699,5.935983978734481,20.21368061736535,0.9807427252251976,82,60,1,1
958,1.1545119430074533,1,5,20,90,11.03760960062072,13.118279776877833,18.850731739416688,0.7055682020755667,60,93,1,1
959,4.3646809211825355,1,5,42,15,12.220156424679969,12.845978824030292,5.121230674972415,0.5733257638890635,60,79,0,1
960,32.148938170175114,1,4,20,15,24.78835131677374,23.077184290390047,-6.903109466686402,0.03748594712534026,56,48,1,1
961,2.0742786161242464,0,3,30,0,8.365603310306884,7.569525879423691,-9.516079132061908,0.37447789825458755,77,63,1,1
962,22.180853255642774,1,0,26,60,15.440371922772092,15.676034919223197,1.526277978469799,0.5654427335151183,65,71,0,1
963,6.756000806410579,0,0,43,90,24.7336265331712,22.35150398813136,-9.631109056510928,0.7972065717060325,78,42,1,1
964,11.83541416620452,0,3,7,60,20.63240336674284,20.467943478970717,-0.7970951558518516,0.43810478964757626,60,97,1,1
965,8.175652606899504,1,3,32,30,24.860717518523867,26.54628152715378,6.780029608453539,0.9600582757647734,73,72,1,1
966,10.549163465348483,2,3,37,0,24.334264607863552,23.08266349134414,-5.143369387521832,0.2717937526236749,88,82,1,1
967,30.46953567932848,1,5,26,15,14.28033038397724,13.447945678993458,-5.828889686738142,0.7445671952103164,52,84,1,1
968,8.461716950533221,1,4,9,0,18.62389284728188,23.439565461400846,25.85749742874946,0.4190314170841275,97,51,1,1
969,20.055444736936852,0,3,24,15,6.319305665764173,7.16728072780354,13.418801160915589,0.48598849456590587,71,68,1,1
970,15.512634880566281,2,4,7,0,13.264125325982839,16.895607729704114,27.378227470511263,0.8025020338654403,71,60,1,0
971,26.15198215422428,1,2,31,15,20.989389387600646,21.793922453687696,3.8330465514271834,0.29621526165170553,42,78,1,0
972,66.28611954031126,0,0,39,60,14.612041740520011,17.108625601922224,17.085797493166517,0.09681205659514314,30,73,1,0
973,31.65372651012103,0,0,19,60,18.75667968916187,18.416746190613313,-1.812333015128367,0.5202555846134271,82,72,1,1
974,5.807894717857136,0,1,20,60,19.660777929669816,22.557520801903838,14.733612691197665,0.5287946118037488,69,71,1,1
975,0.7603122917821883,0,2,25,60,9.322851966100771,8.873810200611569,-4.81657079960062,0.7971677722253737,75,59,1,1
976,7.3000632481341095,0,3,39,0,22.389686831793874,20.169352092441287,-9.91677443294857,0.9683192062321018,51,42,1,0
977,21.697455644954335,3,3,41,15,13.656271049092759,17.37914425254303,27.261272056383177,0.05530068632834839,81,43,1,0
978,1.2670866743945923,0,5,24,60,8.41388717605242,9.440025928752858,12.195775047008372,0.5916894737431089,57,56,1,1
979,16.461742944628533,0,2,14,0,22.17373351755732,28.177854263048353,27.07762651128159,0.6812785303147999,82,89,1,1
980,21.802292159701445,2,3,12,15,12.774194928231326,13.20254701819169,3.3532609480828786,0.9858013507485217,92,56,1,1
981,9.76396507051441,0,1,35,0,19.756561205974116,20.371275300520672,3.111442766470287,0.9425902142769116,46,58,0,1
982,35.367599019521634,1,4,18,60,15.508694516653451,16.443279476614986,6.026200070921282,0.7124507647119775,93,43,0,0
983,2.705253954352272,0,0,32,30,12.019306796924509,14.21182539619033,18.24163935832673,0.5217894112444659,35,68,1,1
984,1.8746521390139284,1,2,40,0,21.007404715809955,23.66113263224841,12.632345367446973,0.16152392229926127,43,56,1,1
985,31.263537845193426,0,0,18,60,16.273868564536876,20.6701233615553,27.01419628396473,0.3841765552044174,46,61,1,1
986,16.420085439913645,0,4,20,90,12.201804150967666,11.105793693087763,-8.982363954702414,0.5851223250571543,67,41,1,1
987,27.985023737595384,1,2,14,15,6.301555277037668,7.456494089376893,18.327837518901465,0.7252003965957537,98,81,1,1
988,13.694975979092575,0,4,28,60,22.804351589100865,23.537079937362858,3.213107574662172,0.6353995574791123,42,51,1,1
989,6.789510090204759,0,3,41,90,4.744861292174997,4.612448634181803,-2.790653927261548,0.7141228018277412,82,84,1,1
990,41.0357687657087,0,3,45,0,22.12693431572918,24.431637049971435,10.415824900803955,0.4291525045518977,38,50,1,0
991,38.55651753504456,0,3,8,0,11.559192022546265,12.738524526279814,10.202551367199847,0.727627290571009,73,92,1,1
992,28.474771673018914,1,4,39,90,17.426114033529522,16.638530554086866,-4.519558852462858,0.1437412560197192,55,79,1,1
993,7.62368675971277,0,4,24,90,23.36619420054939,22.916591762864904,-1.924157754684395,0.16258631176311356,48,99,1,1
994,21.41186111336314,1,4,33,15,7.185838925581867,7.640457247862349,6.3265865960621985,0.16283214582946282,77,68,1,1
995,10.747439413915728,2,0,28,0,15.905959988415013,16.91637917690135,6.352456495692619,0.8908649570357761,59,59,1,1
996,2.305217630559677,1,4,45,90,20.053090109774033,20.594989894350924,2.70232558478738,0.07603406330863449,61,44,1,1
997,59.824796244903396,3,3,12,30,19.909260487100205,19.101304084593377,-4.058193939600757,0.8015083727334759,98,64,0,0
998,3.5311307716684808,0,1,46,30,15.038270206589583,13.560752213177604,-9.825052835960808,0.23357089804673714,40,73,1,1
999,72.0117756749463,3,4,17,90,17.11952865803562,22.051562574739048,28.80940249712082,0.46842994049525066,55,51,1,1
1000,14.174424306980931,1,1,19,15,19.908066876789736,25.430558494368917,27.739969188157094,0.915956595465678,55,67,1,1
1001,4.91352676592318,0,3,20,0,21.66158039290565,23.686074981848343,9.346015167045401,0.5859372296875067,46,73,1,1
1002,18.736076307641675,0,4,8,30,19.99807503439314,25.95791538099303,29.802070131000217,0.2101176862323586,73,45,1,1
1003,49.51540306276941,0,0,20,90,11.434103806806096,13.37174684535295,16.946173231289727,0.2840900603188071,52,93,0,1
1004,31.622586699131368,1,0,29,90,24.931254422212398,23.12481089558343,-7.245698495698333,0.9204466238957857,54,58,1,1
1005,39.42705182577018,1,1,13,60,13.124556568105392,12.430100576477027,-5.291272036694902,0.42714392510997834,66,51,0,1
1006,25.805705164089666,0,5,10,90,4.513758757937602,5.716424220047116,26.644433754785517,0.5869854830067894,94,64,1,1
1007,28.285292067396774,0,0,9,15,11.614955983294703,13.380671823023564,15.202088085985126,0.45993219662538876,31,52,1,0
1008,45.40252771320671,0,0,19,30,6.6834420460507085,8.269245402622943,23.72734506629404,0.3784380880484496,61,56,1,1
1009,6.893748372962882,0,0,21,60,6.550294930295875,8.248837890080377,25.930785985353786,0.22327912693240193,84,51,1,1
1010,16.13322398810979,0,3,25,30,9.912235842244781,10.697055001812496,7.917680451295434,0.6861915004846021,79,42,1,1
1011,6.0003150985469365,1,0,29,30,5.120885377722478,4.7081951742978925,-8.058961936932278,0.7182420262721204,94,63,1,1
1012,105.4934020177279,0,2,11,15,18.458755956600825,18.003048765628474,-2.4687860441071106,0.2748850916073995,61,47,1,1
1013,69.20313089568995,0,4,36,90,5.553766568240007,5.146279933540366,-7.337122107902597,0.7890108430548304,66,87,1,1
1014,0.9654024289290981,2,0,11,15,8.26908066415508,8.066454601188028,-2.4504061720597137,0.8545352003016795,42,75,1,0
1015,29.345557516697497,0,5,40,90,5.950894004376507,6.333019776197024,6.4213170582350765,0.9206750962396304,83,95,1,1
1016,62.24600537940613,0,5,20,60,5.326522348963652,5.045701295181004,-5.272127579400576,0.16121241391836993,32,98,1,1
1017,4.7796678093084,1,0,34,15,9.622784976330376,9.30228175551175,-3.3306700877862605,0.3039236836132664,71,65,0,1
1018,20.140870023501655,0,0,8,15,16.00987832086777,17.263911482284996,7.832871282867155,0.8603533475036956,69,84,0,1
1019,59.300766339012725,0,2,16,0,24.258396685383676,25.13335775899249,3.606838015539582,0.19854020282789397,95,47,1,1
1020,0.8288525650610835,0,0,8,15,22.386689741341733,24.335747699693773,8.706324967521633,0.00346845924349537,89,71,1,1
1021,28.68985096542925,0,0,33,0,22.39461243435182,23.999607682648268,7.166881110362477,0.8708273102516345,40,71,1,1
1022,8.469479153885107,1,4,15,90,7.69740775679081,8.911991043615243,15.779121039195354,0.32644944175136936,30,40,1,1
1023,61.97396811253622,1,5,38,90,9.563051063454221,12.191702561922968,27.48758195503418,0.41449752513895,55,42,1,0
1024,85.01927814293408,0,2,21,90,5.60425965270142,5.285633591394637,-5.685426462230307,0.44633402572063796,71,40,1,0
1025,69.2921683497834,1,5,15,0,20.347835138218887,19.120943285972395,-6.0295940276322,0.8482746006672285,91,54,1,1
1026,15.428673724762998,1,2,38,90,5.466142331196801,6.784151931732042,24.112244443636094,0.3378921445934604,90,89,1,1
1027,47.5394569616486,0,5,41,30,15.690609087237918,17.29981727282101,10.255868186098354,0.8922798858564818,91,59,1,1
1028,44.674254559177896,1,0,8,15,9.205387018802966,11.106870258963598,20.656200942737694,0.616939138048048,41,42,1,1
1029,9.224172516468824,1,5,10,0,9.11235831460364,8.986323112936699,-1.383123855708729,0.5272867240336843,56,54,1,1
1030,42.37434099347168,1,5,17,90,24.80522616019971,30.548752977438216,23.15450292670206,0.3256145071274624,96,98,1,1
1031,0.9050350864538335,1,2,18,30,19.892375946549286,25.254140098050975,26.953864967707837,0.24371169628118583,57,93,1,1
1032,21.768207366907365,4,1,29,15,21.575726524112053,24.90255697336048,15.41932062185953,0.6240584427773487,95,99,1,1
1033,6.273029788734856,0,2,37,15,16.011636392224265,15.08859131036305,-5.764839141047903,0.4468941600565761,57,99,1,1
